Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
tool_box_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Medium,,,Low,,53.729318635,54,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
tool_box_gsigma_2_tsigma_16.ply,Barely Identifiable,Low,Medium,High,High,High,,,Medium,,36.32490954,36,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
tool_box_gsigma_2_tsigma_32.ply,Barely Identifiable,Medium,Medium,High,High,High,,,Medium,Medium,25.113262525,25,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
tool_box_gsigma_2_tsigma_8.ply,Distorted but identifiable,Low,Low,Low,High,High,,,Medium,Medium,30.947036675,31,Poor,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a high level of blurriness. The overall quality is rated as poor."
tool_box_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,Medium,High,High,High,Medium,,Medium,Medium,24.823688145,25,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
tool_box_gsigma_4_tsigma_32.ply,Barely Identifiable,Medium,Medium,High,Severe,High,High,,Medium,Medium,17.87275887,18,Bad,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a severe level of blurriness. The overall quality is rated as bad."
tool_box_gsigma_4_tsigma_8.ply,Barely Identifiable,Medium,Medium,High,High,High,Medium,,Medium,Medium,20.663585325,21,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
tool_box_level_7.ply,Completely Damaged,Severe,Severe,Severe,,Severe,,,Severe,Severe,7.788150814,8,Bad,,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a severe level of brightness distortion, a severe level of color distortion, a severe level of noise, and no perceptible blurriness, and geometric ones include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a severe level of missing region, and a severe level of deformed shape. The overall quality is rated as bad."
tool_box_level_8.ply,Distorted but identifiable,,High,High,,High,,,,,25.35706923,25,Poor,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve no perceptible brightness distortion, a high level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
tool_box_level_9.ply,Slightly distorted but identifiable,,,Medium,,Low,,,,,72.96806866,73,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by no perceptible brightness distortion, no perceptible color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as good."
tool_box_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,,,82.50891381,83,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as good."
