Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
statue_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Medium,Medium,Medium,Low,Medium,None,None,None,None,69.24903345,69,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness. The overall quality is rated as good."
statue_gsigma_0_tsigma_32.ply,Distorted but identifiable,Medium,Medium,High,Low,Medium,None,None,None,None,49.2759668,49,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a low level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
statue_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,67.63250175,68,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_gsigma_2_tsigma_16.ply,Distorted but identifiable,Medium,High,High,Medium,Medium,None,None,None,None,39.41233042,39,Poor,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a medium level of blurriness. The overall quality is rated as poor."
statue_gsigma_2_tsigma_32.ply,Barely Identifiable,Medium,High,Severe,High,Medium,None,None,None,None,34.7558873,35,Poor,"In this point cloud, the texture is barely identifiable. Photometric distortions include a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
statue_gsigma_2_tsigma_8.ply,Distorted but identifiable,Medium,Medium,High,Medium,Medium,None,None,None,None,40.76281097,41,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
statue_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,High,High,High,Medium,Medium,None,None,Low,27.72288456,28,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
statue_gsigma_4_tsigma_32.ply,Barely Identifiable,Medium,High,Severe,Severe,Medium,Medium,None,None,Medium,32.99521449,33,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a severe level of blurriness, whereas geometric effects involve a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a medium level of deformed shape. The overall quality is rated as poor."
statue_gsigma_4_tsigma_8.ply,Barely Identifiable,Medium,Medium,High,High,Medium,Low,None,None,Low,21.21300911,21,Poor,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
statue_level_7.ply,Completely Damaged,Medium,Severe,Severe,None,Severe,None,None,High,High,17.74598872,18,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a severe level of color distortion, a severe level of noise, and no perceptible blurriness; on the geometric side, we observe a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
